"",BatterTeam,RoadTeam,HomeTeam,SP,p_throws,Pitches,AB,PA,Outs,Hits,HR,BB,K,xBA,xwOBA,wOBA,RunExp,RA,FIP,xFIP,K%,BB%,K-BB%,Pitches5,Outs5,Outs10,xBA5,xBA10,xwOBA5,xwOBA10,wOBA5,wOBA10,RA5,RA10,FIP5,FIP10,xFIP5,xFIP10,K%5,K%10,BB%5,BB%10,K-BB%5,K-BB%10,Ball%5,Strike%5,CS%5,CS%10,Whiff%5,Whiff%10,CSW%5,CSW%10,bxBA5,bxBA10,bxwOBA5,bxwOBA10,bwOBA5,bwOBA10,bRS5,bRS10,bFIP5,bFIP10,bxFIP5,bxFIP10,bK%5,bK%10,bBB%5,bBB%10,bK-BB%5,bK-BB%10,bBall%5,bStrike%5,bCS%5,bCS%10,bWhiff%5,bWhiff%10,bCSW%5,bCSW%10
42,CHC,MIL,CHC,Brandon Woodruff,R,89,22,15,11,6,0,3,2,0.274000,0.485212,0.420455,0.025472,5,6.137000,7.203719,9.09,13.64,-4.55,89.0,11.0,11.0,0.274000,0.274000,0.485212,0.485212,0.420455,0.420455,12.272727,12.272727,6.137000,6.137000,7.203719,7.203719,9.09,9.09,13.64,13.64,-4.55,-4.55,40.45,42.70,10.11,10.11,8.99,8.99,19.10,19.10,0.266047,0.266047,0.382289,0.382289,0.493502,0.493502,12.368012,12.368012,9.085758,9.085758,3.166983,3.166983,21.325,21.325,4.955,4.955,16.370,16.370,35.850,43.065,18.045,18.045,10.580,10.580,28.630,28.630
43,CIN,CIN,ATL,Kyle Wright,R,76,21,19,18,2,0,1,6,0.142476,0.176750,0.152381,-0.046019,0,1.637000,2.723473,28.57,4.76,23.81,76.0,18.0,18.0,0.142476,0.142476,0.176750,0.176750,0.152381,0.152381,0.000000,0.000000,1.637000,1.637000,2.723473,2.723473,28.57,28.57,4.76,4.76,23.81,23.81,26.32,56.58,19.74,19.74,15.79,15.79,35.53,35.53,0.217545,0.217545,0.234881,0.234881,0.227273,0.227273,0.000000,0.000000,0.962000,0.962000,0.962000,0.962000,30.300,30.300,2.275,2.275,28.025,28.025,39.730,45.090,13.245,13.245,12.800,12.800,26.040,26.040
44,CLE,CLE,KC,Brad Keller,R,69,19,18,18,2,0,1,5,0.170895,0.220723,0.131579,-0.064688,0,1.970333,2.622217,26.32,5.26,21.06,69.0,18.0,18.0,0.170895,0.170895,0.220723,0.220723,0.131579,0.131579,0.000000,0.000000,1.970333,1.970333,2.622217,2.622217,26.32,26.32,5.26,5.26,21.06,21.06,33.33,47.83,14.49,14.49,13.04,13.04,27.54,27.54,0.323575,0.323575,0.405621,0.405621,0.357383,0.357383,5.043956,5.043956,2.658978,2.658978,4.378232,4.378232,13.450,13.450,0.000,0.000,13.450,13.450,32.525,43.475,9.910,9.910,12.920,12.920,22.835,22.835
45,COL,LAD,COL,Tony Gonsolin,R,62,15,14,9,5,0,1,3,0.249533,0.288450,0.370000,-0.040144,1,2.137000,3.006178,20.00,6.67,13.33,62.0,9.0,9.0,0.249533,0.249533,0.288450,0.288450,0.370000,0.370000,3.000000,3.000000,2.137000,2.137000,3.006178,3.006178,20.00,20.00,6.67,6.67,13.33,13.33,32.26,50.00,14.52,14.52,14.52,14.52,29.03,29.03,0.172550,0.172550,0.295985,0.295985,0.400000,0.400000,6.750000,6.750000,2.387000,2.387000,2.712942,2.712942,30.000,30.000,10.000,10.000,20.000,20.000,40.540,44.590,16.220,16.220,12.160,12.160,28.380,28.380
46,CWS,CWS,DET,Casey Mize,R,81,22,22,15,7,1,0,2,0.305091,0.426136,0.384091,0.014614,4,4.937000,4.683781,9.09,0.00,9.09,81.0,15.0,15.0,0.305091,0.305091,0.426136,0.426136,0.384091,0.384091,7.200000,7.200000,4.937000,4.937000,4.683781,4.683781,9.09,9.09,0.00,0.00,9.09,9.09,37.04,38.27,16.05,16.05,6.17,6.17,22.22,22.22,0.145143,0.145143,0.219880,0.219880,0.195238,0.195238,3.375000,3.375000,2.387000,2.387000,3.364826,3.364826,23.810,23.810,9.520,9.520,14.290,14.290,38.460,43.590,14.100,14.100,15.380,15.380,29.490,29.490
47,DET,CWS,DET,Dylan Cease,R,79,20,17,15,2,0,3,8,0.128400,0.228912,0.195000,-0.049084,0,1.737000,2.519260,40.00,15.00,25.00,79.0,15.0,15.0,0.128400,0.128400,0.228912,0.228912,0.195000,0.195000,0.000000,0.000000,1.737000,1.737000,2.519260,2.519260,40.00,40.00,15.00,15.00,25.00,25.00,41.77,46.84,16.46,16.46,16.46,16.46,32.91,32.91,0.377750,0.377750,0.353250,0.353250,0.000000,0.000000,0.000000,0.000000,1.637000,1.637000,1.637000,1.637000,25.000,25.000,0.000,0.000,25.000,25.000,23.080,53.850,15.380,15.380,23.080,23.080,38.460,38.460
48,HOU,HOU,LAA,Noah Syndergaard,R,76,20,16,16,2,0,2,1,0.171350,0.268835,0.195000,-0.039046,0,4.449500,5.182869,5.00,10.00,-5.00,76.0,16.0,16.0,0.171350,0.171350,0.268835,0.268835,0.195000,0.195000,0.000000,0.000000,4.449500,4.449500,5.182869,5.182869,5.00,5.00,10.00,10.00,-5.00,-5.00,35.53,43.42,14.47,14.47,15.79,15.79,30.26,30.26,0.226632,0.226632,0.324901,0.324901,0.350000,0.350000,5.192308,5.192308,6.021615,6.021615,4.225093,4.225093,13.160,13.160,7.890,7.890,5.270,5.270,36.360,42.660,15.380,15.380,11.190,11.190,26.570,26.570
49,KC,CLE,KC,Zach Plesac,R,70,20,19,17,3,0,0,3,0.186550,0.199100,0.135000,-0.054678,0,2.078176,3.458636,15.00,0.00,15.00,70.0,17.0,17.0,0.186550,0.186550,0.199100,0.199100,0.135000,0.135000,0.000000,0.000000,2.078176,2.078176,3.458636,3.458636,15.00,15.00,0.00,0.00,15.00,15.00,32.86,42.86,15.71,15.71,11.43,11.43,27.14,27.14,0.129963,0.129963,0.279933,0.279933,0.270370,0.270370,1.285714,1.285714,5.708429,5.708429,4.782548,4.782548,18.520,18.520,14.810,14.810,3.710,3.710,34.380,47.920,13.540,13.540,17.710,17.710,31.250,31.250
50,LAA,HOU,LAA,Justin Verlander,R,80,20,16,14,3,1,3,7,0.190550,0.365912,0.322500,0.047332,1,4.851286,2.903708,35.00,15.00,20.00,80.0,14.0,14.0,0.190550,0.190550,0.365912,0.365912,0.322500,0.322500,1.928571,1.928571,4.851286,4.851286,2.903708,2.903708,35.00,35.00,15.00,15.00,20.00,20.00,41.25,46.25,13.75,13.75,11.25,11.25,25.00,25.00,0.177857,0.177857,0.202143,0.202143,0.128571,0.128571,0.000000,0.000000,2.137000,2.137000,4.092651,4.092651,14.290,14.290,0.000,0.000,14.290,14.290,33.330,50.000,13.890,13.890,13.890,13.890,27.780,27.780
51,LAD,LAD,COL,German Marquez,R,74,24,23,21,3,1,0,5,0.223292,0.273250,0.158333,-0.046384,1,3.565571,2.639691,20.83,0.00,20.83,74.0,21.0,21.0,0.223292,0.223292,0.273250,0.273250,0.158333,0.158333,1.285714,1.285714,3.565571,3.565571,2.639691,2.639691,20.83,20.83,0.00,0.00,20.83,20.83,31.08,43.24,21.62,21.62,10.81,10.81,32.43,32.43,0.146861,0.146861,0.195131,0.195131,0.193056,0.193056,1.350000,1.350000,2.287000,2.287000,2.482565,2.482565,27.775000,27.775000,5.555000,5.555000,22.220000,22.220000,39.235000,43.780000,18.960000,18.960000,8.490000,8.490000,27.450000,27.450000
52,MIA,MIA,SF,Carlos Rodon,L,89,20,18,15,3,0,2,12,0.070700,0.143524,0.222500,-0.034191,1,-0.463000,0.319260,60.00,10.00,50.00,89.0,15.0,15.0,0.070700,0.070700,0.143524,0.143524,0.222500,0.222500,1.800000,1.800000,-0.463000,-0.463000,0.319260,0.319260,60.00,60.00,10.00,10.00,50.00,50.00,31.46,61.80,14.61,14.61,26.97,26.97,41.57,41.57,0.234676,0.234676,0.372917,0.372917,0.430804,0.430804,7.895455,7.895455,4.427909,4.427909,4.068979,4.068979,21.130000,21.130000,11.310000,11.310000,9.820000,9.820000,38.085000,45.905000,13.755000,13.755000,12.870000,12.870000,26.625000,26.625000
53,MIL,MIL,CHC,Justin Steele,L,77,18,17,15,4,0,1,5,0.210167,0.242541,0.238889,-0.022687,0,1.737000,2.258507,27.78,5.56,22.22,77.0,15.0,15.0,0.210167,0.210167,0.242541,0.242541,0.238889,0.238889,0.000000,0.000000,1.737000,1.737000,2.258507,2.258507,27.78,27.78,5.56,5.56,22.22,22.22,40.26,44.16,18.18,18.18,6.49,6.49,24.68,24.68,0.017200,0.017200,0.296991,0.296991,0.280000,0.280000,0.000000,0.000000,7.137000,7.137000,7.137000,7.137000,20.000000,20.000000,20.000000,20.000000,0.000000,0.000000,54.550000,36.360000,13.640000,13.640000,4.550000,4.550000,18.180000,18.180000
54,MIN,SEA,MIN,Logan Gilbert,R,85,20,18,15,3,1,1,7,0.164200,0.255748,0.260000,-0.026866,1,4.137000,2.580014,35.00,5.00,30.00,85.0,15.0,15.0,0.164200,0.164200,0.255748,0.255748,0.260000,0.260000,1.800000,1.800000,4.137000,4.137000,2.580014,2.580014,35.00,35.00,5.00,5.00,30.00,30.00,34.12,52.94,17.65,17.65,16.47,16.47,34.12,34.12,0.218769,0.218769,0.299050,0.299050,0.360256,0.360256,5.785714,5.785714,4.958429,4.958429,1.338615,1.338615,35.900000,35.900000,2.560000,2.560000,33.340000,33.340000,25.000000,58.570000,16.430000,16.430000,22.860000,22.860000,39.290000,39.290000
55,NYM,NYM,WSH,Joan Adon,R,86,22,16,13,4,1,4,3,0.248364,0.456872,0.372727,-0.014628,4,8.213923,6.718270,13.64,18.18,-4.54,86.0,13.0,13.0,0.248364,0.248364,0.456872,0.456872,0.372727,0.372727,8.307692,8.307692,8.213923,8.213923,6.718270,6.718270,13.64,13.64,18.18,18.18,-4.54,-4.54,45.35,37.21,17.44,17.44,4.65,4.65,22.09,22.09,0.127000,0.127000,0.114500,0.114500,0.450000,0.450000,27.000000,27.000000,-2.863000,-2.863000,-2.863000,-2.863000,50.000000,50.000000,0.000000,0.000000,50.000000,50.000000,28.570000,57.140000,42.860000,42.860000,0.000000,0.000000,42.860000,42.860000
56,NYY,BOS,NYY,Nick Pivetta,R,81,23,20,16,4,2,3,4,0.326565,0.566793,0.343478,0.008867,4,8.199500,4.546782,17.39,13.04,4.35,81.0,16.0,16.0,0.326565,0.326565,0.566793,0.566793,0.343478,0.343478,6.750000,6.750000,8.199500,8.199500,4.546782,4.546782,17.39,17.39,13.04,13.04,4.35,4.35,38.27,41.98,13.58,13.58,14.81,14.81,28.40,28.40,0.153212,0.153212,0.204097,0.204097,0.262121,0.262121,4.153846,4.153846,4.175462,4.175462,2.078070,2.078070,30.300000,30.300000,0.000000,0.000000,30.300000,30.300000,25.930000,53.700000,21.300000,21.300000,15.740000,15.740000,37.040000,37.040000
57,OAK,OAK,PHI,Kyle Gibson,R,82,22,22,21,2,0,0,10,0.149364,0.145318,0.081818,-0.023177,0,0.279857,0.466110,45.45,0.00,45.45,82.0,21.0,21.0,0.149364,0.149364,0.145318,0.145318,0.081818,0.081818,0.000000,0.000000,0.279857,0.279857,0.466110,0.466110,45.45,45.45,0.00,0.00,45.45,45.45,30.49,53.66,17.07,17.07,19.51,19.51,36.59,36.59,0.404000,0.404000,0.503535,0.503535,0.585714,0.585714,18.000000,18.000000,6.137000,6.137000,7.440767,7.440767,0.000000,0.000000,14.290000,14.290000,-14.290000,-14.290000,39.290000,39.290000,21.430000,21.430000,0.000000,0.000000,21.430000,21.430000
58,PHI,OAK,PHI,Cole Irvin,L,88,25,23,16,7,3,1,4,0.237040,0.407958,0.468000,0.075645,4,10.074500,3.984282,16.00,4.00,12.00,88.0,16.0,16.0,0.237040,0.237040,0.407958,0.407958,0.468000,0.468000,6.750000,6.750000,10.074500,10.074500,3.984282,3.984282,16.00,16.00,4.00,4.00,12.00,12.00,29.55,48.86,23.86,23.86,10.23,10.23,34.09,34.09,0.251812,0.251812,0.381749,0.381749,0.368750,0.368750,9.450000,9.450000,4.487000,4.487000,3.710391,3.710391,25.000000,25.000000,12.500000,12.500000,12.500000,12.500000,38.240000,47.060000,16.910000,16.910000,13.240000,13.240000,30.150000,30.150000
59,PIT,PIT,STL,Miles Mikolas,R,77,19,16,11,6,0,2,1,0.250947,0.353763,0.394737,-0.006172,2,4.227909,6.005774,5.26,10.53,-5.27,77.0,11.0,11.0,0.250947,0.250947,0.353763,0.353763,0.394737,0.394737,4.909091,4.909091,4.227909,4.227909,6.005774,6.005774,5.26,5.26,10.53,10.53,-5.27,-5.27,35.06,44.16,19.48,19.48,2.60,2.60,22.08,22.08,0.280886,0.280886,0.474528,0.474528,0.470455,0.470455,14.343750,14.343750,13.543250,13.543250,5.626673,5.626673,9.090000,9.090000,11.365000,11.365000,-2.275000,-2.275000,27.735000,37.325000,17.440000,17.440000,9.105000,9.105000,26.540000,26.540000
60,SD,SD,AZ,Zach Davies,R,75,21,17,15,4,0,3,2,0.210667,0.303440,0.288095,-0.022003,2,4.137000,4.919260,9.52,14.29,-4.77,75.0,15.0,15.0,0.210667,0.210667,0.303440,0.303440,0.288095,0.288095,3.600000,3.600000,4.137000,4.137000,4.919260,4.919260,9.52,9.52,14.29,14.29,-4.77,-4.77,42.67,36.00,20.00,20.00,9.33,9.33,29.33,29.33,0.234275,0.234275,0.296798,0.296798,0.299370,0.299370,1.789773,1.789773,2.807455,2.807455,3.214882,3.214882,18.275000,18.275000,10.085000,10.085000,8.190000,8.190000,32.980000,50.315000,19.005000,19.005000,12.675000,12.675000,31.680000,31.680000
61,SEA,SEA,MIN,Sonny Gray,R,76,20,17,14,4,1,2,4,0.218500,0.349624,0.367500,-0.000921,2,5.494143,3.546565,20.00,10.00,10.00,76.0,14.0,14.0,0.218500,0.218500,0.349624,0.349624,0.367500,0.367500,3.857143,3.857143,5.494143,5.494143,3.546565,3.546565,20.00,20.00,10.00,10.00,10.00,10.00,31.58,50.00,17.11,17.11,11.84,11.84,28.95,28.95,0.182429,0.182429,0.283249,0.283249,0.100000,0.100000,0.000000,0.000000,1.637000,1.637000,1.637000,1.637000,42.860000,42.860000,14.290000,14.290000,28.570000,28.570000,33.330000,55.560000,25.930000,25.930000,18.520000,18.520000,44.440000,44.440000
62,SF,MIA,SF,Pablo Lopez,R,79,19,18,15,3,0,1,6,0.203789,0.246197,0.197368,-0.023886,1,1.337000,2.380014,31.58,5.26,26.32,79.0,15.0,15.0,0.203789,0.203789,0.246197,0.246197,0.197368,0.197368,1.800000,1.800000,1.337000,1.337000,2.380014,2.380014,31.58,31.58,5.26,5.26,26.32,26.32,30.38,54.43,20.25,20.25,18.99,18.99,39.24,39.24,0.198500,0.198500,0.382146,0.382146,0.328125,0.328125,2.571429,2.571429,5.708429,5.708429,4.596296,4.596296,25.000000,25.000000,18.750000,18.750000,6.250000,6.250000,37.720000,47.370000,15.790000,15.790000,15.790000,15.790000,31.580000,31.580000
63,STL,PIT,STL,Mitch Keller,R,70,20,18,12,6,1,2,4,0.218450,0.310074,0.412500,0.071733,4,5.887000,3.614826,20.00,10.00,10.00,70.0,12.0,12.0,0.218450,0.218450,0.310074,0.310074,0.412500,0.412500,9.000000,9.000000,5.887000,5.887000,3.614826,3.614826,20.00,20.00,10.00,10.00,10.00,10.00,37.14,42.86,20.00,20.00,12.86,12.86,32.86,32.86,0.176667,0.176667,0.212667,0.212667,0.333333,0.333333,5.400000,5.400000,9.737000,9.737000,3.501521,3.501521,16.670000,16.670000,0.000000,0.000000,16.670000,16.670000,36.000000,44.000000,12.000000,12.000000,12.000000,12.000000,24.000000,24.000000
64,TB,BAL,TB,Jordan Lyles,R,83,23,18,15,7,1,3,2,0.343826,0.496880,0.458696,-0.005103,5,6.737000,5.180014,8.70,13.04,-4.34,83.0,15.0,15.0,0.343826,0.343826,0.496880,0.496880,0.458696,0.458696,9.000000,9.000000,6.737000,6.737000,5.180014,5.180014,8.70,8.70,13.04,13.04,-4.34,-4.34,37.35,40.96,14.46,14.46,7.23,7.23,21.69,21.69,0.143657,0.143657,0.326785,0.326785,0.347143,0.347143,6.136364,6.136364,7.500636,7.500636,5.377473,5.377473,17.140000,17.140000,17.140000,17.140000,0.000000,0.000000,43.650000,38.890000,18.250000,18.250000,4.760000,4.760000,23.020000,23.020000
65,TEX,TEX,TOR,Kevin Gausman,R,80,22,22,15,8,0,0,5,0.317818,0.326409,0.343182,0.044972,3,1.137000,1.397753,22.73,0.00,22.73,80.0,15.0,15.0,0.317818,0.317818,0.326409,0.326409,0.343182,0.343182,5.400000,5.400000,1.137000,1.137000,1.397753,1.397753,22.73,22.73,0.00,0.00,22.73,22.73,28.75,50.00,12.50,12.50,21.25,21.25,33.75,33.75,0.270870,0.270870,0.301337,0.301337,0.265217,0.265217,1.687500,1.687500,1.074500,1.074500,2.052326,2.052326,30.430000,30.430000,4.350000,4.350000,26.080000,26.080000,33.660000,51.490000,10.890000,10.890000,13.860000,13.860000,24.750000,24.750000
66,TOR,TEX,TOR,Dane Dunning,R,74,23,18,15,5,1,2,4,0.238826,0.384248,0.334783,0.026483,3,5.937000,4.119260,17.39,8.70,8.69,74.0,15.0,15.0,0.238826,0.238826,0.384248,0.384248,0.334783,0.334783,5.400000,5.400000,5.937000,5.937000,4.119260,4.119260,17.39,17.39,8.70,8.70,8.69,8.69,36.49,41.89,18.92,18.92,9.46,9.46,28.38,28.38,0.230417,0.230417,0.344457,0.344457,0.266667,0.266667,3.375000,3.375000,3.887000,3.887000,3.887000,3.887000,16.670000,16.670000,16.670000,16.670000,0.000000,0.000000,33.330000,48.890000,26.670000,26.670000,6.670000,6.670000,33.330000,33.330000
67,WSH,NYM,WSH,Chris Bassitt,R,93,22,20,19,3,0,1,8,0.173955,0.201261,0.195455,-0.046573,0,1.084368,1.290226,36.36,4.55,31.81,93.0,19.0,19.0,0.173955,0.173955,0.201261,0.201261,0.195455,0.195455,0.000000,0.000000,1.084368,1.084368,1.290226,1.290226,36.36,36.36,4.55,4.55,31.81,31.81,29.03,56.99,19.35,19.35,12.90,12.90,32.26,32.26,0.446571,0.446571,0.618286,0.618286,0.464286,0.464286,16.200000,16.200000,10.937000,10.937000,3.919260,3.919260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,13.330000,6.670000,6.670000,0.000000,0.000000,6.670000,6.670000
68,ATL,CIN,ATL,Hunter Greene,R,92,21,18,15,4,2,2,7,0.222714,0.388833,0.359524,0.062404,3,6.737000,3.101521,33.33,9.52,23.81,92.0,15.0,15.0,0.222714,0.222714,0.388833,0.388833,0.359524,0.359524,5.400000,5.400000,6.737000,6.737000,3.101521,3.101521,33.33,33.33,9.52,9.52,23.81,23.81,39.13,47.83,16.30,16.30,15.22,15.22,31.52,31.52,0.186706,0.186706,0.353822,0.353822,0.347059,0.347059,6.136364,6.136364,8.591545,8.591545,6.823955,6.823955,5.880000,5.880000,14.710000,14.710000,-8.830000,-8.830000,41.550000,40.140000,15.490000,15.490000,5.630000,5.630000,21.130000,21.130000
69,AZ,SD,AZ,Nabil Crismatt,R,53,12,9,9,1,0,3,4,0.114250,0.281686,0.279167,-0.042144,0,3.470333,3.904922,33.33,25.00,8.33,53.0,9.0,9.0,0.114250,0.114250,0.281686,0.281686,0.279167,0.279167,0.000000,0.000000,3.470333,3.470333,3.904922,3.904922,33.33,33.33,25.00,25.00,8.33,8.33,47.17,41.51,15.09,15.09,16.98,16.98,32.08,32.08,0.234750,0.234750,0.386686,0.386686,0.400000,0.400000,0.000000,0.000000,7.637000,7.637000,7.637000,7.637000,0.000000,0.000000,25.000000,25.000000,-25.000000,-25.000000,50.000000,31.250000,12.500000,12.500000,0.000000,0.000000,12.500000,12.500000
70,BAL,BAL,TB,Corey Kluber,R,87,20,15,13,3,0,4,5,0.170000,0.305449,0.275000,-0.052469,0,3.598538,4.200277,25.00,20.00,5.00,87.0,13.0,13.0,0.170000,0.170000,0.305449,0.305449,0.275000,0.275000,0.000000,0.000000,3.598538,3.598538,4.200277,4.200277,25.00,25.00,20.00,20.00,5.00,5.00,40.23,47.13,16.09,16.09,13.79,13.79,29.89,29.89,0.261242,0.261242,0.413605,0.413605,0.418182,0.418182,12.857143,12.857143,6.279857,6.279857,3.310581,3.310581,24.240000,24.240000,12.120000,12.120000,12.120000,12.120000,41.860000,41.860000,16.280000,16.280000,10.080000,10.080000,26.360000,26.360000
71,BOS,BOS,NYY,Jordan Montgomery,L,58,17,14,11,4,0,1,4,0.217059,0.298645,0.355882,-0.040489,2,2.591545,3.658264,23.53,5.88,17.65,58.0,11.0,11.0,0.217059,0.217059,0.298645,0.298645,0.355882,0.355882,4.909091,4.909091,2.591545,2.591545,3.658264,3.658264,23.53,23.53,5.88,5.88,17.65,17.65,34.48,44.83,12.07,12.07,12.07,12.07,24.14,24.14,0.228842,0.228842,0.317231,0.317231,0.239632,0.239632,2.000000,2.000000,3.137000,3.137000,2.634165,2.634165,27.920000,27.920000,4.370000,4.370000,23.550000,23.550000,31.020000,49.845000,19.065000,19.065000,12.165000,12.165000,31.230000,31.230000
72,CHC,MIL,CHC,Freddy Peralta,R,88,18,13,11,3,1,4,6,0.200611,0.415221,0.386111,0.019170,3,6.682455,3.848146,33.33,22.22,11.11,88.0,11.0,11.0,0.200611,0.200611,0.415221,0.415221,0.386111,0.386111,7.363636,7.363636,6.682455,6.682455,3.848146,3.848146,33.33,33.33,22.22,22.22,11.11,11.11,47.73,43.18,15.91,15.91,14.77,14.77,30.68,30.68,0.212000,0.212000,0.314749,0.314749,0.304444,0.304444,3.857143,3.857143,2.375095,2.375095,2.747600,2.747600,37.776667,37.776667,11.110000,11.110000,26.666667,26.666667,29.590000,56.183333,12.743333,12.743333,25.913333,25.913333,38.656667,38.656667
73,CIN,CIN,ATL,Ian Anderson,R,74,16,10,8,3,0,5,1,0.136313,0.344357,0.409375,0.023560,3,8.012000,8.500913,6.25,31.25,-25.00,74.0,8.0,8.0,0.136313,0.136313,0.344357,0.344357,0.409375,0.409375,10.125000,10.125000,8.012000,8.012000,8.500913,8.500913,6.25,6.25,31.25,31.25,-25.00,-25.00,47.30,37.84,5.41,5.41,12.16,12.16,17.57,17.57,0.184479,0.184479,0.325441,0.325441,0.286301,0.286301,4.142647,4.142647,3.334059,3.334059,3.914655,3.914655,25.503333,25.503333,11.866667,11.866667,13.636667,13.636667,39.576667,44.703333,16.913333,16.913333,13.513333,13.513333,30.426667,30.426667
75,COL,LAD,COL,Julio Urias,L,57,16,13,6,6,1,2,0,0.301250,0.503794,0.593750,0.077007,6,14.137000,10.244535,0.00,12.50,-12.50,57.0,6.0,6.0,0.301250,0.301250,0.503794,0.503794,0.593750,0.593750,27.000000,27.000000,14.137000,14.137000,10.244535,10.244535,0.00,0.00,12.50,12.50,-12.50,-12.50,42.11,35.09,15.79,15.79,7.02,7.02,22.81,22.81,0.074607,0.074607,0.162915,0.162915,0.167276,0.167276,2.386364,2.386364,4.231697,4.231697,4.985633,4.985633,17.560000,17.560000,9.750000,9.750000,7.810000,7.810000,27.250000,29.846667,12.886667,12.886667,7.136667,7.136667,20.023333,20.023333
76,CWS,CWS,DET,Tarik Skubal,L,79,21,18,12,7,0,1,3,0.318381,0.402797,0.442857,0.120935,5,2.387000,4.016709,14.29,4.76,9.53,79.0,12.0,12.0,0.318381,0.318381,0.402797,0.402797,0.442857,0.442857,11.250000,11.250000,2.387000,2.387000,4.016709,4.016709,14.29,14.29,4.76,4.76,9.53,9.53,36.71,43.04,12.66,12.66,11.39,11.39,24.05,24.05,0.190366,0.190366,0.239309,0.239309,0.244022,0.244022,0.000000,0.000000,0.489941,0.489941,0.720018,0.720018,44.750000,44.750000,4.350000,4.350000,40.400000,40.400000,29.620000,56.165000,15.675000,15.675000,22.950000,22.950000,38.625000,38.625000
77,DET,CWS,DET,Michael Kopech,R,69,16,13,12,2,0,2,3,0.199125,0.369905,0.243750,-0.042154,1,3.137000,4.766709,18.75,12.50,6.25,69.0,12.0,12.0,0.199125,0.199125,0.369905,0.369905,0.243750,0.243750,2.250000,2.250000,3.137000,3.137000,4.766709,4.766709,18.75,18.75,12.50,12.50,6.25,6.25,40.58,44.93,11.59,11.59,10.14,10.14,21.74,21.74,0.197101,0.197101,0.305085,0.305085,0.333631,0.333631,3.732353,3.732353,5.431118,5.431118,3.691511,3.691511,21.130000,21.130000,5.655000,5.655000,15.475000,15.475000,35.545000,45.950000,15.355000,15.355000,14.135000,14.135000,29.495000,29.495000
78,HOU,HOU,LAA,Jose Suarez,L,75,19,15,13,2,0,4,2,0.206684,0.361788,0.260526,-0.019797,0,4.983154,6.487501,10.53,21.05,-10.52,75.0,13.0,13.0,0.206684,0.206684,0.361788,0.361788,0.260526,0.260526,0.000000,0.000000,4.983154,4.983154,6.487501,6.487501,10.53,10.53,21.05,21.05,-10.52,-10.52,46.67,36.00,8.00,8.00,12.00,12.00,20.00,20.00,0.085512,0.085512,0.154259,0.154259,0.100000,0.100000,0.000000,0.000000,0.587000,0.587000,1.304072,1.304072,48.750000,48.750000,6.250000,6.250000,42.500000,42.500000,30.775000,56.195000,15.970000,15.970000,28.990000,28.990000,44.960000,44.960000
79,KC,CLE,KC,Cal Quantrill,R,76,21,19,15,4,0,1,2,0.193619,0.286712,0.254762,-0.010093,2,3.537000,5.883781,9.52,4.76,4.76,76.0,15.0,15.0,0.193619,0.193619,0.286712,0.286712,0.254762,0.254762,3.600000,3.600000,3.537000,3.537000,5.883781,5.883781,9.52,9.52,4.76,4.76,4.76,4.76,35.53,42.11,11.84,11.84,9.21,9.21,21.05,21.05,0.182439,0.182439,0.272823,0.272823,0.306990,0.306990,3.696429,3.696429,3.744143,3.744143,2.747745,2.747745,26.325000,26.325000,7.875000,7.875000,18.450000,18.450000,37.475000,46.270000,11.865000,11.865000,14.205000,14.205000,26.065000,26.065000
80,LAA,HOU,LAA,Jose Urquidy,R,72,18,18,15,4,1,0,2,0.198111,0.257389,0.280556,-0.023616,1,4.937000,3.119260,11.11,0.00,11.11,72.0,15.0,15.0,0.198111,0.198111,0.257389,0.257389,0.280556,0.280556,1.800000,1.800000,4.937000,4.937000,3.119260,3.119260,11.11,11.11,0.00,0.00,11.11,11.11,31.94,45.83,18.06,18.06,5.56,5.56,23.61,23.61,0.168229,0.168229,0.204255,0.204255,0.234375,0.234375,0.000000,0.000000,2.437000,2.437000,2.437000,2.437000,22.915000,22.915000,6.250000,6.250000,16.665000,16.665000,39.510000,46.505000,22.765000,22.765000,12.765000,12.765000,35.530000,35.530000
81,LAD,LAD,COL,Antonio Senzatela,R,66,18,16,10,9,0,1,0,0.434167,0.507375,0.508333,0.033687,1,4.037000,5.601521,0.00,5.56,-5.56,66.0,10.0,10.0,0.434167,0.434167,0.507375,0.507375,0.508333,0.508333,2.700000,2.700000,4.037000,4.037000,5.601521,5.601521,0.00,0.00,5.56,5.56,-5.56,-5.56,34.85,39.39,13.64,13.64,3.03,3.03,16.67,16.67,0.181248,0.181248,0.354271,0.354271,0.361890,0.361890,9.338346,9.338346,5.306173,5.306173,5.578723,5.578723,19.250000,19.250000,13.890000,13.890000,5.360000,5.360000,42.965000,42.210000,18.145000,18.145000,9.460000,9.460000,27.610000,27.610000
